content,name
我们今天的主角，凤凰传奇。大家仔细想一想凤凰传奇是不是组合界的传奇，是吧，为什么这么说，没有人不知道凤凰传奇的名字，但是两个成员的名字没什么人知道，对吧。再仔细想一想，上次出现这种情况好像还是海尔兄弟，到底他们俩是谁，,张绍刚《吐槽大会》主持词台词串词丨凤凰传奇
"男：闪开闪开，让让让，让海伦小姐先走。,蔡明：你们好，你们好，你们好,.....,男：海伦小姐，你还认识我吗？我曾经给你拍过好多照片啊。,蔡明：当然认识了，老朋友了吗，我爱你永远那么帅。,男：谢谢谢谢。,蔡明：这人谁啊？长得跟大马猴似的。,男,2：安静安静，除了采访的记者留下，其他的全都出去。 出去出去。,记者：各位朋友晚上好，我们独家采访当今走红的歌星海伦小姐。,记者,2：海伦小姐，我可以给你拍两张照片吗？,蔡明：可以的。,记者：海伦小姐你好。,蔡明：你好。,记者：旅途很疲劳吧？,蔡明：我感到非常的辛苦。,记者,2：海伦小姐。,蔡明,：嘿嘿嘿。,记者：初次来对我们这个城市影响如何啊？,蔡明：哇，这个城市真是太美了。,记者,2：海伦小姐。,蔡明：本来我们讲好的，要到山东的省会演出，可是这边的歌迷非常的热情，没办法，我们就只好到济南来啦。,（未完）",蔡明郭达经典小品《父亲》台词剧本
"好，谢谢大家，我是史炎，今天我特别开心，我们来新人了，我的同学，田多多，我们都毕业于你们不想听到名字的那个学校，所以我今天也想做一个现场调查，就是在座的各位，你们是不是真的已经听烦了，史炎在说交大，听烦了请举牌子，举呀，来，真听烦了是吧，出去，我知道，现在网上很多人就说，很多人给节目组就留言说，我们不想再听史炎说交大，节目组也非常地贴心对吧，就把多多请来了，所以就由多多继续给大家说交大，大家知道我们今天的主题是适可而止，但是如果你一旦做不到适可而止，很多时候就会物极必反，比如说我觉得我们,80后的颜值，就是一个典型的物极必反的过程，一开始王自健老师颜值是非常高的，但是后来马上就开始高开低走。,（未完）",史炎《今晚80后脱口秀》台词整理
"隋兰：走啊。,郭冬临：不行，你老跟我后头，我受不了。,隋兰：我习惯了。,郭冬临：你是习惯了，我成坏蛋了。来坐下吧。可听我的了，站起来，坐下。今天就咱们两人，我过生日，咱们俩找一个没人的地方，就咱们两人，好好的。,隋兰：干嘛？,郭冬临：好好的过个生日，走。你把这个破玩意儿给我关上，一来电话就有事。,隋兰：我看看是谁打来的？我不接行吗？,郭冬临,：说好的，来自中文,台词,网不许接啊。,隋兰：我肯定不接。喂，什么？你们先处理着，我马上赶过去。出租车。,郭冬临：什么叫出租车？, ,去哪儿啊你呀？出租车警察不让你停那，走。,隋兰：亲爱的实在对不起，我那边出了点情况，我得赶回去看看。,郭冬临：全北京就你一个警察啊？, ,全中国是不是就你一个警察啊？,隋兰：你看你。,郭冬临：你今天是休息放假，陪我过生日知道吗？同志们呢，让她留下来鼓鼓掌吧，谢谢。谢谢看见没有，我的遭遇得到全体在场的群众一致的同情。,隋兰：哎，要不然这样，你先找个没人地方，把那蜡烛先点上，然后一个人先吹着呗，我这边忙完了，我再赶回来，出租车。,郭冬临：出租车说半天了不让停那儿，听见没有？我是干嘛的？, ,警察他媳妇是不是叫警嫂啊？那警察的老公是不是叫警姐夫，听你姐夫的，走。,隋兰：我说你这人，你怎么这么讨厌啊。,（未完）",郭冬临邵峰小品《警花督察警姐夫》台词剧本
"郭亮：谢谢大家的掌声。,郭阳：谢谢。,郭亮：我们俩往台上一站，各位也都看出来了吧？、,郭阳：能看出来点啊？,郭亮：哥俩孪生兄弟。,郭阳：双胞胎。,郭亮：英文叫,郭阳：等会儿啊，等会儿。双胞胎。,郭亮：对，双胞胎，我是弟弟，我叫郭亮。郭，郭沫若的郭，亮，歌声嘹亮的亮。,郭阳：对。,郭亮：我旁边这位。,郭阳：介绍我了。,郭亮：这不是外人。,郭阳：是啊。,郭亮：这我亲哥哥，他叫郭阳来自中文台词网，郭那跟我这郭一样，阳是八面朝阳的八。,郭阳：等会儿啊，等会儿，我叫郭八是吗？,郭亮：我哥哥郭八啊。,郭阳：张嘴就说啊，想好了再说，你哥才叫郭八呢。,郭亮：那我说对了。,郭阳：不是，阳啊，讨厌。,郭亮：我哥哥阳八啊。,郭阳：什么阳八啊，郭八,阳八没完没了的，,啊。,郭亮：是，我说你这脑瓜太慢了。,郭阳：我这脑瓜好使着呢。,郭亮：当然了，他脑瓜慢这也是有原因。,郭阳：什么原因？,郭亮：打小我们哥俩身体不好。,郭阳：爱生病。,郭亮：不像人家有的小朋友似得，刚出生，上称一约七八十斤。,（未完）",相声《欢歌笑语》台词丨郭阳郭亮
"女：三, ,二, ,一（快点来）。,邓立鹏：大妈。,女：哎呀，小邓，你每次都特别准时，今天让大妈喊了两遍，你才出现的。,邓立鹏：是这么回事。,女：快快。,邓立鹏：大妈这是社区，免费给我们这些老人的水果。,女：谢谢谢谢。,邓立鹏：礼品还有很多好东西。,女：来来，先喝口水。把娃累的，快喝。,邓立鹏：谢谢大妈。,女：快喝水。看。,邓立鹏：对了，这是你要的降血压的药，记着一定要按着说明服用。,女：谢谢啊。,邓立鹏：还有还有。这是我给你买的手套。,女：哎呀。,邓立鹏：你爱运动，来自中文台词网，出门的时候，一定要记着戴着。,女：谢谢啊。太贴心了。,邓立鹏：大妈。,女：还有啥？,邓立鹏：社区让我们这些老人，免费体检，我已经帮你把表填好了，不要错过时间啊。,女：好好，谢谢啊。这想的周到的，小邓还有啥吗？,邓立鹏：没有了。,女：没有了。这个娃像个机器猫一样，一会变一个，一会变一个。,邓立鹏：哎哟。,女：咋了？,邓立鹏：大妈。我给你教的那个健身操，你有没有坚持练。,女：我练着里，就是我练一练就忘动作了。,（未完）",小品《情到深处》台词文字稿文本丨张辉 邓立鹏
"魏翔：,姐夫。,沈腾：,翔子。,魏翔：,咋不进屋呢？,沈腾：,爸这两天心情怎么样啊？是不是生我气呢？,魏翔：,这两天你没来，爸心情可好了。,沈腾：,那我这来了，我还是把甘蔗放外面吧，省得他能拿它打我。,魏翔：,你说你还买这么多水果干啥呀，我都买了。,沈腾：,你这是买的呀，还是拣的呀？,魏翔：,这话说的，我这梨可贵了，正宗的南果梨。,沈腾：,妈呀，这是梨啊？,魏翔：,昂。,沈腾：,我还以为是俩杏呢。,魏翔：,你少来这套，走走走进屋，我帮你拿着。,沈腾：,不不不。,魏翔：,哎，撒手，撒手，来自中文台词网，我帮你拿着，啥呢。哎呦，掉了一个。来，走，爸，我回来了爸。这水果放哪儿啊？,艾伦：,你瞅把你给累的，买那么多水果干嘛呀？买俩梨得了呗。你还之就买俩梨。,沈腾：,不是爸，这俩梨是翔子买的。,艾伦：,哦，空手来的。行，坐吧，等着去吃现成的吧。我给你俩洗去。,魏翔：,谢谢爸。,沈腾：,不是，爸。翔子你跟爸解释解释。,魏翔：,爸，那俩梨确实不是姐夫买的啊，我知道。,沈腾：,这解释挺好啊，解释完水果就全成你买的了呗？,魏翔：,那我没买吗？,沈腾：,你不就买俩梨吗？你怎么不跟爸说清楚呢？,魏翔：,这事跟爸讲啥呀真是。,沈腾：,那这时候孝顺上了，行啊，爸吃就行，说正事。前两天爸接到了一个诈骗短信，说他中了十万块钱奖金。,魏翔：,可不是嘛，咱爸就跟着了魔了似的，那骗子让他先打过去两万块钱个人所得，他咵一下子就把钱给骗子汇过去了，你那么拦都拦不住，完事儿还骂你。,沈腾：,那还是次要的，来自中文台词网，重要的是咱爸这么好面的人，要知道自己被骗了，那年能过好吗？他不得憋屈死啊。,魏翔：,可不是嘛。,沈腾：,所以说翔子我是这么想的。,魏翔：,呀，这么多钱呐。,沈腾：,这十万块钱，就当是爸中的奖金，让爸先过个好年，回头咱慢慢让他提高这防骗意识。,魏翔：,撞了，撞地死死的了。,沈腾：,啥撞了？,魏翔：,咱俩这份孝心撞了，我刚想着拿十万块钱把这咱爸的这坑给填上，你看咱俩想一块去了。,沈腾：,那怎么不填呐？,魏翔：,我没钱。,沈腾：,没钱在这儿跟我撞啥呢？那我这十万块钱现金撞你那十万块钱的想法了是吧？,魏翔：,不是，我真是这么想的嘛不是，我不是不够嘛，我不是那个心有力而余额不足嘛。,沈腾：,那余额不足还有多少啊？,魏翔：,大概五六万吧。,沈腾：,你也别六万了，来自中文台词网，你是儿子我是姑爷，咱俩一人出五万，我这十万块钱也本来打算买辆车的，我现在降个档，我买个五万块钱的车，你觉得这样行不行？,魏翔：,行。,沈腾：,行就行。,魏翔：,但是姐夫，你说你车一科员，开一五万块钱车，是不是有点太高调了？整那么大风干啥呀？是吧，咱就说，咱买一四万块钱车，它能开不能开？,沈腾：,五万块钱车好歹带个天窗，那撬点缝，进点风多舒服啊。,魏翔：,你那纯属瞎花钱，那五万块钱的车还用从天窗进风啊？打哪儿不能进点风？开,沈腾：,真皮座椅算吗？,魏翔：,换针织的，我跟你说，最不实用的就是针皮座椅，夏天烫屁股，冬天拔屁股，换成针织的，什么问题都解决了。,沈腾：,说的有道理呀，那这样的话，我觉得针织的都不用买了，再跟家拎两把椅子上去不就完了嘛。,魏翔：,这就对了嘛姐夫，咱有钱使在刀刃上嘛，哎，你说说我现在我对你担心啥吗？,沈腾：,啥呀？那座椅靠背不好调节啊？,魏翔：,车壳子，车壳子嘛，那五万块钱的车壳子那得多薄啊？能安全吗？咱们不能要，我跟你说啊，你找你那个钢铁厂的那个同学，给你焊个厚点的车壳子，那多结实啊，还能给你焊大点，焊个七座的。,沈腾：,车壳子我再不要，那我真用不上啥了，那就剩四个轱辘和一个底盘了，合着我十万块钱就买个耙犁呗。",沈腾《一个女婿半个儿》小品剧本台词完整版——2017央视春晚
"郭冬临：,真够意思，等会咱试一遍，大家好，哎呀，就这样，谢谢啊。老婆我错了，别生气，行吗？,牛莉：,说好了的，随,郭冬临：,哎呀，这不是爱面子吗。,牛莉：,面子能当饭吃啊？,郭冬临：,行,行了，我们单位有几个同事在这儿，大家好，人缘，没办法，你看我头，怎么样？你就平时对人家好，人家就这样反馈给你，什么都不懂，走了，谢谢。",郭冬临 牛莉 邵峰小品《人到礼到》台词剧本丨2014年央视春晚
"（看上图字幕也是有错误的，所以大家见谅，我们整理的台词可能也会有瑕疵，如有发现错误，请联系我们指出。）,郭麒麟：谢谢，谢谢。,观众：太帅了。,郭麒麟：谢谢，谢谢，谢谢。感谢现场的观众朋友，让大家久等了，向您道歉，向您道歉。这么冷的天，大家伙都特别的不容易。其实我们也在这屋里啊，特别紧张的排练，生怕说哪一个节目，来自中文台词网让您各位看了觉得不好。今天第一个节目呢，由我来表演，好多观众对我比较熟悉，我叫郭麒麟，往常呢，我身边有一个搭档，叫阎鹤祥，今天呢，我哥也是，突然有点急事来不了了。,阎鹤祥：郭麒麟。,郭麒麟：我一个人给各位表演。,阎鹤祥：郭麒麟，怎么回事你？,郭麒麟：你不是说今儿你来不了了吗？,阎鹤祥：我也不知道开这么晚，对不对，我这一下飞机我就赶过来了。,郭麒麟：你还下飞机。,阎鹤祥：我衣服都没来得及换吗，我赶紧就赶过来参加演出来了。,郭麒麟：你不是说今天你有急病，挺重的都破了相了。,阎鹤祥：我什么病破相？,郭麒麟：痔疮吗不是。,阎鹤祥：你会说话吗？痔疮就破相。,郭麒麟：不完整了呀这个人。,阎鹤祥：我跟你说我特着急回来演出，关键我找你有事。,（未完）",[完整版]郭麒麟 阎鹤祥《迪拜孝子》相声台词丨欢乐喜剧人170319
"董建春：急了，这个。,李丁：刚下的。,董建春：感谢各位。,李丁：感谢大家，新年的第一场演出，能来到现场的观众。,董建春：谢谢谢谢。,李丁：哎，啊。,董建春：李丁，我发现个小尴尬，今天。,李丁：哎,啊。,董建春：有了,有了，今天我们。,李丁：谁有了？,董建春：有声了。,李丁：哦，来自中文台词网有声了。,董建春：刚才上台我观察了，特别高兴。,李丁：什么了？,董建春：今天又来这么多熟观众，对不对,李丁：几成熟的啊？什么熟观众？冒着烟来的吗？,董建春：老来，有的每周都来。,李丁：熟悉的，熟悉的。,董建春：熟悉的面孔。每周都来，有的对我都非常了解了。,李丁：是吧？,董建春：有的观众知道，我跟李丁是今天中午刚回到北京。,李丁：对，没错，去外地演出了。,董建春：去哪个沈阳有一个跨年的系列演出。,李丁：对对。,（未完）",董建春李丁《学电台》相声台词剧本
（未完）,郭德纲于谦高峰《K歌之王》相声台词
"谢谢，我救活了门口,谢谢啊。今天是郭德纲、郭麒麟这说相声，孩子很小，",郭德纲于谦《卖布头》相声台词26分钟版本
"郭冬临：朋友们，过年好，咱们黑龙江的老乡，还有全国的观众朋友们，大家过年好，给您拜年了，我刚买的新车，有事您说话，我跟你说，咱们响应网上的号召，拼车，你们不用拼你们的，拼我的，到哪儿去你就告诉我，一脚油的事儿嘛，是吧。,张大爷：郭子。,郭冬临：张大爷。,张大爷：哎，郭子，听说你买新车啦。,郭冬临：这不买新车了。,张大爷：太好了，麻烦你点儿事儿啊，我小孙女这不今儿下雪了嘛，放学的时候，你能不能到学校接她一趟啊？,郭冬临：那还用说，来自中文台词网，一脚油的事儿，放学吧。,张大爷：谢谢郭子啊。,郭冬临：张大爷，我们邻居，可好了，老头。,菲菲：郭哥。,郭冬临：菲菲。,菲菲：明天我去机场，你送我一下呗。,郭冬临：明天，可以，没问题。, ,哥送你，一脚油的事儿。,菲菲：谢谢，歌。,郭冬临：哎呀，菲菲，是我们小区长得最丑的姑娘，声音漂亮。,（未完）",郭冬临小品《一脚油的事儿》剧本台词丨黄杨 邵峰
"好的，谢谢大家，谢谢，请坐，经常用脑，多喝六个核桃，您正在收看的是由真材实料的六个核桃独家冠名播出的《今晚,80,后脱口秀》，我是王自健，谢谢大家，谢谢。,这期节目播出的时候，就是三八妇女节前后了，其实，我一直就纳闷啊，,“三八”和“妇女”通常来讲都是，女生最不喜欢听到的 两个词对吧？但是一旦它们结合起来，后面再加一个“节”字，女生就开心了，这就说明不管这个词多难听，只要放假就可以对吧？我个人在这儿表个态，如果在那一天也给我放半天假的话，来自中文台词网，叫我三八也是可以的，说到三八妇女节，放假也就算了，很多单位甚至还在三八妇女节这天，只给女性员工发东西，前两天史炎媳妇他们单位，三八妇女节给史炎媳妇他们单位的每一个妇女发了几袋洗衣粉，姐妹们当时就不干了，纷纷吐槽老板，妇女节发这洗衣粉干吗？为什么要给我们发劳动用品，这个时候看出史炎的老婆，必须得说高端大气，端庄典雅，当时看了看洗衣粉就安慰其他的姐妹们,。,（未完）, ",今晚80后脱口秀（大女人）台词文本文字稿
"小女孩：风筝飞起来了，起来了，风筝飞起来了，飞呀,  ,飞呀，飞起来了，风筝飞起来了。,星磊：给我，我让老鹰飞得高高的，我没骗你吧，风筝飞起来了。,小女孩：你好厉害哦，星星，好漂亮哦。,星磊：这是幸运星，你喜欢送给你啊。,小女孩：好，幸运星，你是我的幸运星。,之勤：谢谢啊！,小女孩：妈妈。,之勤：怎么玩得一身汗哪？交到新朋友啦。,小女孩：恩。,之勤：来，这个给你。,星磊：谢谢。,伟凌：星磊，你看看你，来，擦擦，真好看，儿子，还没给阿姨钱呢，怎么就要人家东西啊？,之勤：不用了。,伟凌：那怎么行啊，你一个女人家，带着孩子出来做生意不容易，再说，也赚不了几个钱，我怎么能占你的便宜呢？,博海：伟凌，这背景不错，我帮你和星磊拍张照片吧。,伟凌：好, ,啊，笑一笑，来, ,笑笑。,博海：之勤，怎么是你？,伟凌：博海，你们认识啊？她是？,博海：她是我的前妻，方子勤。这是我老婆，叫郑伟凌，是我妈说的媒。,之勤：那男孩子是？,星磊：是我儿子，你别误会，我是我们离婚半年之后才再婚的，他现在四岁了。,之勤：你不用跟我解释这么多，我们本来就没有关系了，你要跟谁结婚，就跟谁结婚，不管我的事。,（未完）, ",电视剧《陪你到世界的尽头》台词字幕文本整理
"反正德云社的水平一般能力有限，就是给得多。出了这个门听谁都觉着吃亏，正常演出,行了，到那儿跟王大爷喝茶去",郭德纲 于谦 2017年《洪洋洞》相声台词
"（接上）,张海宇：,怎么没去过，你忘了，你五岁的时候，你去青岛找大姨父学翻跟头，记不记得？有什么问题大家就可以问了，不要怕折阿姨的面子，就可以问了，刷一个火箭，一个问题，大火箭来了，请问小沈阳你觉得你们东北,小沈阳：,哪一个最红我不知道，但是宋小宝最黑。,张海宇：,这个人真是，真聪明，真是，疏而不漏，真可以，第二个问题，大飞机，谢谢，谢谢点亮，持续点亮，你跟你媳妇一演戏就互换性别，来自中文台词网，你们是不是在那方面有些小癖好？讨厌。,小沈阳：,没有的事，没有的事，就是好玩，纯属娱乐，玩。,张海宇：,不管好不好玩，其实我想说二人转演员很不容易，阿姨平时看二人转，就跟看杂技表演似的，光剩紧张了，不知道什么时候该笑。,小沈阳：,阿姨，没办法，二人转演员都得逗大家开心，是不是？苦点累点都值得。,张海宇：,这个确实是，拼了。咱们看下一个问题，你以前会翻跟头，我也看过你视频，翻跟头翻得可好了，你可不可以现在表演一个翻跟头？在电梯里边是吧，可以吧，我觉得可以，一个火箭，一个跟头，大火箭，,小沈阳：,阿姨，翻跟头不行了，我翻个眼皮吧。,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",张海宇 小沈阳《电梯偶遇》台词—今夜百乐门161112
"排长：跑步走，立定（吹哨）全体集合。,战士,排长：向右看齐。嗯？（看战士,战士,排长：向前看！稍息。同志们，马上就要到十一国庆节了，而今年又是建国六十周年大庆。,齐：哎，人人是与国同庆，我们是听候命令。,齐：别人是与国同行，我们是封闭管理。,排长：今天正好是封闭管理的第三天，自封闭管理期间以来，我们完满地完成了以执勤为中心的各项任务，在这里向大家说一声辛苦了。,齐：不辛苦。,排长：谢谢大家。,齐：不客气。,排长：任务完成的虽好，可是咱们的文化活动开展的还不够丰富多彩。今天咱们按照新《纲要》和总队首长对文化活动的相关要求，咱们确实要做到文化活动的,齐：队列集会由歌声，周末假日有活动，重大节日有晚会，每日体育有比赛。,排长：对，咱们今天就要因地制宜的开展一场球类比赛，哪个班赢了？这箱饮料哪个班就拿去喝去，大家说行不行？,齐：行！,排长：比赛之前，咱们先做做热身运动，大家各就各位。,（未完）,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",军营晚会小品《球赛》台词剧本——青春与使命同行
"（接上）,王声：哎，哎，哎。没有的事，说错了。,苗阜：我就是撰骂。没问题。,王声：小姑娘呢。,苗阜：太小了,王声：不成,苗阜：这拨还没过来。,王声：你这什么用心。,苗阜：太小了，不成。这瞅我同桌一看，我说没事儿。,王声：我去你的。,观众：王声、苗阜，亲一个,苗阜：谢谢，谢谢。干嘛，亲一个，哎呀，谢谢，各位，真事。后来呀，我们慢慢成长起来。,王声：什么叫正事。,苗阜：那天啊，我们语文老师有病，请假。然后，于老对我们都不错。,王声：那是。,苗阜：我们锅炉房的刘大爷临时代课。,王声：语文老师有病，锅炉房刘大爷代课？,苗阜：就是看孩子嘛，看孩子你不会吗？,王声：噢，就不让。。。。,苗阜：刘老师来了，同学们，你们好，非常高兴。今天能给你们代。。。,王声：咱这个学校有说普通话的老师没有。,（未完）,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",苗阜王声《返场小段》相声台词
"（接上）,张海燕：,对呀，就是你生日，我看有啥好吃的我给你做，我差点忘了。,张瑞雪：,还是我大姐，看见没，谢谢大姐。你咋想起我生日了呢？,赵妮娜：,本来吧我也忘了，可是啊，我今天去超市，我就忽然闻到一股香味，我就顺着那香味这么一看，酱驴肉，我就想起你生日来了。,张瑞雪：,那卖酱驴肉雇来的吧，你拐着弯的磕碜我是不，来自中文台词网，我告诉你，今儿我过生日，你说你二姐夫不在家，你还埋汰我，你让不让我过了还？反正没事儿，咱妈一会儿回来，咱妈肯定记着我生日。,赵妮娜：,妈，回来啦。,张瑞雪：,这脚丫给我踩的，起来。妈。,李静：,哎。,张瑞雪：,妈妈，哎呀，妈妈，你干嘛去了？,李静：,你这是咋的了你？,张瑞雪：,妈，我都想你了。,李静：,你在我眼前晃的，把我血压都晃高了，行了行了行了。,张海燕：,给我来，给我（接过菜）,张瑞雪：,妈妈。,李静：,这是咋的了？生虱子了。,张瑞雪：,妈，你刚才出去的时候，你就没想起啥事吗？, ,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",小品《手心手背都是肉》台词剧本丨张海燕 张瑞雪 赵妮娜
"（音乐起）,从前有一个小女孩儿。,廖旭阳：,么么哒。,张雨默：,（吐）和她的爸爸过着幸福快乐的日子。,廖旭阳：,爸爸。,张雨默：,女儿。,廖旭阳：,爸爸，我要那个。,张雨默：,滚！,廖旭阳：,不要了。,张雨默：,可是她的爸爸得了斯德哥尔摩综合症，离开了人世，女儿。,廖旭阳：,爸爸，你这是怎么了？我没有那么多的钱埋葬你啊，你是知道的，卖火柴赚不了那么多钱呐。,张雨默：,我了个去，这你都听得懂啊。,廖旭阳：,爸爸。,张雨默：,从此小女孩便开始卖火柴。,廖旭阳：,卖火柴了，新鲜出炉的火柴便宜卖了，牛大爷你买一盒吧，一百，信用卡也行，一毛不行，二毛也不行，谢谢。,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",廖旭阳 张雨默《卖火柴的女孩》台词
"（接上）,聂君桐：,爸爸，阿姨的包丢在这了，阿姨，阿姨。,屈俊光：,回来，那个破包扔那，别拿它。,聂君桐：,老师说捡到东西要还给失主的。,屈俊光：,她发现东西丢了，就会回来找来了。,聂君桐：,可是一会儿咱们都走了，这个包就没人看管了，老师说等不到失主，要交给警察叔叔。,杨惠雯：,包哪去了？,聂君桐：,阿姨，阿姨，你的包。,杨惠雯：,太好了，太好了，终于找着了，哎呦我的妈呀，吓死我了，谢谢你孩子，这我所有家当，孩子，这几百块钱你拿着，算是阿姨对你的报答好吗？,聂君桐：,阿姨，我不能要，您快上车吧。,杨惠雯：,哎呦，,真,是好孩子，谁家有你这孩子，真是做家长的骄傲。,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",经典小品《谁的错》台词剧本[我爱满堂彩]屈俊光 杨惠雯 郑卫东
"蒋诗萌：大？,男一：不行，不行，不行。有了，你就叫里铁刚。,蒋诗萌：你咋还把我姓给改了呢？,　　男一：你想错了，不是那个木子李，是里外的里,　　蒋诗萌：哪个里也不行啊，这人是不是有毛病，一上来就给我改名。你命里缺水，我就帮你补补水。（蒋诗萌将一杯水倒在男一头上）,　　男一：哎，突然感觉自己不缺水了，我该想下一个名字了。,　　蒋诗萌：卜先生，我觉得吧，我们两个不太合适，要不然就这样吧。,男一：就是说你拒绝了我。,蒋诗萌：对。,　　男一：好吧，这就是命运，我们谁都违抗不了命运，那我走了。等等（转过要走，突然又转过来）记住你的新名字，里铁刚。,蒋诗萌：你赶紧走，什么人呐这是。,（给婚介公司打电话）：,喂，婚介公司，你给我介绍的那是什么人？一上来就给我改名叫里铁刚。不是，我知道他很细心，但你这样，能不能给我介绍一个稍微浪漫一点的。对，浪漫，浪漫。谢谢，再见。,（音乐起,观众尖叫）,男二：夕阳落在故乡的麦田，风吹拂在你我之间，来自中文台词网，我像一只孤独的小狗，在河里尽情撒欢。你好，我是何欢,　　蒋诗萌：你好，请坐，请坐，请坐。,　男二：刚刚看你有一些不开心呐,　蒋诗萌：对，你别提了，在你前面啊，有一个相亲的对象，一上来就给我改名字，叫什么蒋诗壮、蒋诗憨、蒋诗大、里铁钢，最后把我姓都给改了，你说哪,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",蒋诗萌《笑料炖包袱》相亲记台词
"郭德纲：每年到封箱这天是最热闹的。,于谦：对。,郭德纲：据说今天最便宜,于谦：收票。,郭德纲：卖票还有人问我，有票吗？我也很无奈。,于谦：前排的。,郭德纲：那是，没有，我那票就卖台上了没人要。谢谢吧。一年又一年。,于谦：是。,郭德纲：岁数越来越大了，老觉着怕对不起观众，头上来老自己跟自己较劲，是，得好好演，对不起大伙儿不行。因为到春节我正好是三十岁了。,于谦：不亏心呢您？,郭德纲：虚岁。,于谦：那也不对，还虚岁呢。,郭德纲：谢谢，你看有捧我的，没有花钱的不是，你知道吗？,于谦：谁花钱了？,郭德纲：这都是我安排的托儿。谢谢大家，来自中文台词网，人老不已筋骨为能，,虽然说不老，但是实话实讲也不如二十来岁，三十来岁那会儿。,于谦：毕竟年龄大了。,郭德纲：站台上时间长了腰也酸腿也疼。,于谦：累。,郭德纲：包括谦嫂都说我,……,（未完）,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",郭德纲于谦岳云鹏《唱大戏》相声台词
"岳云鹏：谢谢朋友们的热情掌声，这是又一年的封箱，封箱意味着最后一次演出，不是，今年的最后一次演出。,孙越：说清楚了。,岳云鹏：吓我一跳，刚才人家一场一场有说有唱，演的非常的不错，这场又把我换上来了，先做一个自我介绍。,孙越：好啊。,岳云鹏：因为有认识我们的朋友也有不认识我们的朋友。,孙越：保不齐。,岳云鹏：先做一个自我介绍，来自中文台词网，我叫岳云鹏，谢谢，哎呀这么多照相的，谢谢谢谢。那个第三排的大姐，手机放下好吗？,孙越：干嘛呀？,岳云鹏：诺基亚就算了，好吗？谢谢。,孙越：你就别挑手机了。,岳云鹏：没有像素你拍什么？,孙越：什么拍你都没像素知道吗？,岳云鹏：我叫岳云鹏，这是我的搭档。,孙越：我呀。,岳云鹏：叫孙越。孙老师。,孙越：您老师。,岳云鹏：相声说的不错。,孙越：您别捧了。,岳云鹏：口齿伶俐表演大方。,孙越：您可气。,岳云鹏：那是郭德纲。,孙越：出去！,（未完）,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",岳云鹏 孙越《规矩论》相声台词丨德云社乙未年封箱2016
"高峰：谢谢，他们那样的响声，我们不会说。,栾云平：谢谢您。,高峰：谢谢，观众朋友也非常的热情郭先生带着一帮徒弟，就是一个老流氓带着一帮流氓痞子。,栾云平：行行行。,高峰：说这个相声受大家的欢迎，这里边有说有笑有唱有跳有脱了光脊梁那个小胖子，倒是看着喜欢。,栾云平：是。,高峰：相声演员表演风格不一样，最大的特点是不能雷同。,栾云平：对。,高峰：您看他们表演的火爆热情，来自中文台词网我们表演的温文尔雅，您看这个郭德纲的响声大家最喜欢，我也爱听。,栾云平：好啊。,高峰：我跟郭德纲还是发小的好朋友从小就认识，从小一块儿玩从小一块儿长起来的。,栾云平：你听这交情。,高峰：郭德纲这个人呢，人性有问题，大家都知道是吧？,栾云平：不是他还有什么问题？,高峰：说话不算话。,栾云平：怎么了？,高峰：怎么了，说好了一块儿长起来，长半截他不长了。,栾云平：反正是个儿矮了一点。,（未完）,注：本文由《中文台词网》逐字整理，转载请注明出处（中文台词网），如需台词Word完整版，请致电18991307695或扫描下方二维码关注公众号获取。",高峰 栾云平《结巴论》德云社相声台词
